fb_taxon_id	taxon_name	taxon_uri	phylum	class	order	family	genus	sl_mm	sl_sex	sl_ref	tl_mm	tl_sex	tl_ref	fl_mm	fl_sex	fl_ref	dw_mm	dw_sex	dw_ref	max_weight_g	max_weight_ref	benthic	pelagic	benthopelagic	bathypelagic	pelagic-neritic	pelagic-oceanic	demersal	reef-associated	anadromous	catadromous	amphidromous	potamodromous	limnodromous	oceanodromous	non-migratory	freshwater	brackish	marine	use_fisheries	use_aquaculture	use_gamefish	use_bait	use_aquarium	use_ref	phylo_div	phylo_div_ref	troph_level	troph_level_se	troph_level_ref	resil	resil_ref	resil_K	resil_tm	resil_tmax	resil_fec	vulnerab	vulnerab_ref	price	price_ref	main_ref
147	Thunnus thynnus	http://www.fishbase.org/summary/speciessummary.php?id=147	Chordata	Actinopterygii	Perciformes	Scombridae	Thunnus				4580	male/unsexed	26340							684000	26340		1				1								1			1	1	commercial	commercial	yes			4931;12108;4699	0.5039	82805	4.5	0.8	69278	4.5 - 14 years	120179	0.05-0.06	3-5	15	10 million	82	59153	very high	80766	33246
9209	Amphiprion percula	http://www.fishbase.org/summary/speciessummary.php?id=9209	Chordata	Actinopterygii	Perciformes	Pomacentridae	Amphiprion				110	male/unsexed	9710																1							1			1	of no interest				commercial	4537	0.5000	82805	2.7	0.3	69278	less than 15 months	120179					21	59153			7247
1043	Sardinella aurita	http://www.fishbase.org/summary/speciessummary.php?id=1043	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Sardinella				310	male/unsexed	3259							229	5217								1						1			1	1	highly commercial			usually		4931;5217	0.5000	82805	3.4	0.5	69278	less than 15 months	120179	0.25-1.2	1			37	59153	medium	80766	188
69	Gadus morhua	http://www.fishbase.org/summary/speciessummary.php?id=69	Chordata	Actinopterygii	Gadiformes	Gadidae	Gadus				2000	male/unsexed	1371							96000	9988			1											1			1	1	highly commercial	commercial	yes			4931;12108;4699;12253	0.6250	82805	4.1	0.2	69278	1.4 - 4.4 years	120179					65	59153	medium	80766	1371
57723	Hoplias patana	http://www.fishbase.org/summary/speciessummary.php?id=57723	Chordata	Actinopterygii	Characiformes	Erythrinidae	Hoplias																	1													1									0.5001	82805	4.1	0.7	69278		120179					38	59153			37025
46860	Lythrypnus lavenbergi	http://www.fishbase.org/summary/speciessummary.php?id=46860	Chordata	Actinopterygii	Perciformes	Gobiidae	Lythrypnus																					1											1							0.5000	82805	3.2	0.4	69278	less than 15 months	120179					10	59153			11482
13127	Neoarius utarus	http://www.fishbase.org/summary/speciessummary.php?id=13127	Chordata	Actinopterygii	Siluriformes	Ariidae	Neoarius	550	male/unsexed	2847										1,700.0				1													1			subsistence fisheries						0.5010	82805	3.0	0.47	69278	4.5 - 14 years	120179					59	59153	medium	80766	2847
63425	Tryssogobius porosus	http://www.fishbase.org/summary/speciessummary.php?id=63425	Chordata	Actinopterygii	Perciformes	Gobiidae	Tryssogobius	26																1															1							0.5078	82805	3.1	0.3	69278	less than 15 months	120179					10	59153			58420
50937	Pseudobagrus eupogoides	http://www.fishbase.org/summary/speciessummary.php?id=50937	Chordata	Actinopterygii	Siluriformes	Bagridae	Pseudobagrus																					1									1									0.5000	82805	3.4	0.3	69278	1.4 - 4.4 years	120179					35	59153			6868
57985	Hyphessobrycon wajat	http://www.fishbase.org/summary/speciessummary.php?id=57985	Chordata	Actinopterygii	Characiformes	Characidae	Hyphessobrycon	31	male/unsexed	38376														1													1									0.5000	82805	2.9	0.3	69278		120179					10	59153			38376
8469	Kumococius rodericensis	http://www.fishbase.org/summary/speciessummary.php?id=8469	Chordata	Actinopterygii	Scorpaeniformes	Platycephalidae	Kumococius				250	male/unsexed	3476															1											1	minor commercial					9700	1.0000	82805	3.7	0.6	69278	less than 15 months	120179					25	59153	high	80766	11441
9460	Clariallabes variabilis	http://www.fishbase.org/summary/speciessummary.php?id=9460	Chordata	Actinopterygii	Siluriformes	Clariidae	Clariallabes				158	male/unsexed	3820															1									1									0.5000	82805	3.6	0.5	69278	less than 15 months	120179					15	59153	unknown	80766	3820
4047	Artedius harringtoni	http://www.fishbase.org/summary/speciessummary.php?id=4047	Chordata	Actinopterygii	Scorpaeniformes	Cottidae	Artedius				100	male/unsexed	2850															1											1					public aquariums	9183	0.5312	82805	3.4	0.52	69278	1.4 - 4.4 years	120179					30	59153			2850
8724	Hypnos monopterygius	http://www.fishbase.org/summary/speciessummary.php?id=8724	Chordata	Elasmobranchii	Torpediniformes	Torpedinidae	Hypnos				700	male/unsexed	2272																1										1	of no interest					4537	1.5000	82805	3.7	0.57	69278		120179					48	59153			35766
60824	Paraclinus walkeri	http://www.fishbase.org/summary/speciessummary.php?id=60824	Chordata	Actinopterygii	Perciformes	Labrisomidae	Paraclinus																					1											1							0.5000	82805	3.5	0.4	69278		120179					10	59153			13293
55175	Gerres decacanthus	http://www.fishbase.org/summary/speciessummary.php?id=55175	Chordata	Actinopterygii	Perciformes	Gerreidae	Gerres	91	male/unsexed	30392														1													1	1	1							0.5000	82805	3.2	0.3	69278	less than 15 months	120179					12	59153			30392
50589	Rineloricaria melini	http://www.fishbase.org/summary/speciessummary.php?id=50589	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	130	male/unsexed	36389																		1									1									0.5000	82805	2.5	0.2	69278		120179					10	59153			36389
4347	Stegastes fasciolatus	http://www.fishbase.org/summary/speciessummary.php?id=4347	Chordata	Actinopterygii	Perciformes	Pomacentridae	Stegastes				150	male/unsexed	9710																1							1			1	minor commercial						0.5000	82805	2.2	0.1	69278	less than 15 months	120179					25	59153	unknown	80766	510
55202	Mugilogobius myxodermus	http://www.fishbase.org/summary/speciessummary.php?id=55202	Chordata	Actinopterygii	Perciformes	Gobiidae	Mugilogobius	34	male/unsexed	43716																		1									1									0.5000	82805	3.4	0.3	69278	less than 15 months	120179					10	59153			43716
23385	Cryptarius truncatus	http://www.fishbase.org/summary/speciessummary.php?id=23385	Chordata	Actinopterygii	Siluriformes	Ariidae	Cryptarius	420	male/unsexed	12693																		1									1	1								0.7500	82805	4.0	0.67	69278	1.4 - 4.4 years	120179					51	59153			12693
9477	Atopochilus chabanaudi	http://www.fishbase.org/summary/speciessummary.php?id=9477	Chordata	Actinopterygii	Siluriformes	Mochokidae	Atopochilus	60	male/unsexed	3202																		1									1									0.5078	82805	3.0	0.4	69278	less than 15 months	120179					10	59153			3202
14150	Pangasius humeralis	http://www.fishbase.org/summary/speciessummary.php?id=14150	Chordata	Actinopterygii	Siluriformes	Pangasiidae	Pangasius	389	male/unsexed	7050														1													1									0.5000	82805	2.9	0.4	69278		120179					37	59153			7432
59247	Gerres silaceus	http://www.fishbase.org/summary/speciessummary.php?id=59247	Chordata	Actinopterygii	Perciformes	Gerreidae	Gerres	107																				1											1							0.5000	82805	3.3	0.3	69278	less than 15 months	120179					13	59153			39283
508	Pterygotrigla polyommata	http://www.fishbase.org/summary/speciessummary.php?id=508	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Pterygotrigla				620	male/unsexed	9563															1											1	minor commercial				commercial	4931	0.5000	82805	3.9	0.6	69278	1.4 - 4.4 years	120179					57	59153	high	80766	5755
62468	Sinocyclocheilus hei	http://www.fishbase.org/summary/speciessummary.php?id=62468	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Sinocyclocheilus																	1													1																								
56767	Porocottus camtschaticus	http://www.fishbase.org/summary/speciessummary.php?id=56767	Chordata	Actinopterygii	Scorpaeniformes	Cottidae	Porocottus																					1											1							0.5020	82805	3.3	0.3	69278	less than 15 months	120179					29	59153			34715
9152	Ipnops agassizii	http://www.fishbase.org/summary/speciessummary.php?id=9152	Chordata	Actinopterygii	Aulopiformes	Ipnopidae	Ipnops	145	male/unsexed	3590																													1							0.6250	82805	3.3	0.4	69278	1.4 - 4.4 years	120179					43	59153			3590
59134	Scopelarchoides climax	http://www.fishbase.org/summary/speciessummary.php?id=59134	Chordata	Actinopterygii	Aulopiformes	Scopelarchidae	Scopelarchoides	99	male/unsexed	40783															1														1	of no interest					40783	0.5313	82805	4.1	0.7	69278		120179					10	59153			40783
22923	Biwia zezera	http://www.fishbase.org/summary/speciessummary.php?id=22923	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Biwia				60	male/unsexed	559															1									1									0.5625	82805	3.1	0.4	69278	less than 15 months	120179					12	59153			559
63209	Diancistrus leisi	http://www.fishbase.org/summary/speciessummary.php?id=63209	Chordata	Actinopterygii	Ophidiiformes	Bythitidae	Diancistrus	46																					1										1							0.5000	82805	3.2	0.5	69278	less than 15 months	120179					10	59153			57884
53285	Leporinus agassizii	http://www.fishbase.org/summary/speciessummary.php?id=53285	Chordata	Actinopterygii	Characiformes	Anostomidae	Leporinus																	1													1									0.5000	82805	2.3	0.2	69278	1.4 - 4.4 years	120179					35	59153			36801
56413	Barathronus pacificus	http://www.fishbase.org/summary/speciessummary.php?id=56413	Chordata	Actinopterygii	Ophidiiformes	Aphyonidae	Barathronus																		1														1	of no interest					34024	0.5005	82805	3.4	0.5	69278		120179					10	59153			34024
56208	Notoliparis macquariensis	http://www.fishbase.org/summary/speciessummary.php?id=56208	Chordata	Actinopterygii	Scorpaeniformes	Liparidae	Notoliparis	88	male/unsexed	11892																													1							0.5625	82805	3.4	0.6	69278	less than 15 months	120179					15	59153			11892
53533	Otocinclus xakriaba	http://www.fishbase.org/summary/speciessummary.php?id=53533	Chordata	Actinopterygii	Siluriformes	Loricariidae	Otocinclus	31	male/unsexed	36885																		1									1									0.5000	82805				less than 15 months	120179					10	59153			36885
27413	Callogobius stellatus	http://www.fishbase.org/summary/speciessummary.php?id=27413	Chordata	Actinopterygii	Perciformes	Gobiidae	Callogobius																					1									1	1								0.5000	82805	3.2	0.3	69278	less than 15 months	120179					10	59153			13275
47996	Rhabdolichops zareti	http://www.fishbase.org/summary/speciessummary.php?id=47996	Chordata	Actinopterygii	Gymnotiformes	Sternopygidae	Rhabdolichops				225	male/unsexed	39524											1													1									0.5010	82805	3.2	0.3	69278		120179					12	59153			26457
48224	Lycodes ocellatus	http://www.fishbase.org/summary/speciessummary.php?id=48224	Chordata	Actinopterygii	Perciformes	Zoarcidae	Lycodes																																1							0.5000	82805	3.5	0.5	69278	4.5 - 14 years	120179					64	59153			11954
4826	Plectropomus leopardus	http://www.fishbase.org/summary/speciessummary.php?id=4826	Chordata	Actinopterygii	Perciformes	Serranidae	Plectropomus	1200	male/unsexed	6390										23600	6390								1						1				1	commercial	commercial	yes		commercial	171;3152;6390	0.5078	82805	4.4	0.7	69278	1.4 - 4.4 years	120179		2-4	26	457,900	51	59153	very high	80766	5222
2723	Synodus synodus	http://www.fishbase.org/summary/speciessummary.php?id=2723	Chordata	Actinopterygii	Aulopiformes	Synodontidae	Synodus				330	male/unsexed	5288																1										1	commercial					2683	0.5000	82805	4.2	0.73	69278	1.4 - 4.4 years	120179					28	59153	medium	80766	4472
51672	Stichaeus fuscus	http://www.fishbase.org/summary/speciessummary.php?id=51672	Chordata	Actinopterygii	Perciformes	Stichaeidae	Stichaeus	78.6																				1											1							0.5312	82805	3.3	0.2	69278	less than 15 months	120179					27	59153			28170
63892	Obliquogobius cirrifer	http://www.fishbase.org/summary/speciessummary.php?id=63892	Chordata	Actinopterygii	Perciformes	Gobiidae	Obliquogobius	23.8																				1											1							0.5156	82805	3.1	0.3	69278	less than 15 months	120179					10	59153			75138
6240	Goodea gracilis	http://www.fishbase.org/summary/speciessummary.php?id=6240	Chordata	Actinopterygii	Cyprinodontiformes	Goodeidae	Goodea				120																	1									1							commercial	4537	0.6250	82805	2.0	0.1	69278	less than 15 months	120179					10	59153			81264
11322	Barbus callensis	http://www.fishbase.org/summary/speciessummary.php?id=11322	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Barbus				300	male/unsexed	2801											1													1							commercial	4537	0.5000	82805	2.8	0.1	69278	1.4 - 4.4 years	120179					35	59153			2801
7628	Hoplobrotula gnathopus	http://www.fishbase.org/summary/speciessummary.php?id=7628	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Hoplobrotula				450	male/unsexed	4103											1															1							0.6250	82805	3.6	0.6	69278	1.4 - 4.4 years	120179					39	59153			34024
7953	Simochromis babaulti	http://www.fishbase.org/summary/speciessummary.php?id=7953	Chordata	Actinopterygii	Perciformes	Cichlidae	Simochromis				110	male/unsexed	5694															1									1							commercial	6770	0.5625	82805	2.0	0.00	69278	less than 15 months	120179				50	14	59153	unknown	80766	5694
11484	Barbus taeniurus	http://www.fishbase.org/summary/speciessummary.php?id=11484	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Barbus				120	male/unsexed	2801											1													1									0.5000	82805	3.0	0.3	69278	less than 15 months	120179					23	59153			2801
7870	Uropterygius macrocephalus	http://www.fishbase.org/summary/speciessummary.php?id=7870	Chordata	Actinopterygii	Anguilliformes	Muraenidae	Uropterygius				450	male/unsexed	54980																1										1					commercial	5358	0.5000	82805	3.5	0.6	69278	1.4 - 4.4 years	120179					38	59153			6934
5259	Nannocharax lineomaculatus	http://www.fishbase.org/summary/speciessummary.php?id=5259	Chordata	Actinopterygii	Characiformes	Citharinidae	Nannocharax	39	male/unsexed	2936													1														1									0.5000	82805	3.1	0.4	69278	less than 15 months	120179					10	59153			2936
6392	Daector reticulata	http://www.fishbase.org/summary/speciessummary.php?id=6392	Chordata	Actinopterygii	Batrachoidiformes	Batrachoididae	Daector	270	male/unsexed	9277																		1											1							0.5312	82805	3.7	0.6	69278	1.4 - 4.4 years	120179					46	59153			9277
63487	Simpsonichthys punctulatus	http://www.fishbase.org/summary/speciessummary.php?id=63487	Chordata	Actinopterygii	Cyprinodontiformes	Rivulidae	Simpsonichthys	24																				1									1									0.5000	82805	3.1	0.4	69278	less than 15 months	120179					10	59153			58746
17044	Barbuligobius boehlkei	http://www.fishbase.org/summary/speciessummary.php?id=17044	Chordata	Actinopterygii	Perciformes	Gobiidae	Barbuligobius	20	male/unsexed	559																		1											1							1.0000	82805	3.0	0.3	69278	less than 15 months	120179					10	59153			2798
27728	Quintana atrizona	http://www.fishbase.org/summary/speciessummary.php?id=27728	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Quintana	34																				1								1	1									1.0000	82805	3.0	0.4	69278	less than 15 months	120179					14	59153			13498
15802	Neocyema erythrosoma	http://www.fishbase.org/summary/speciessummary.php?id=15802	Chordata	Actinopterygii	Saccopharyngiformes	Cyematidae	Neocyema				160	male/unsexed	6593												1														1	of no interest					6593	1.2500	82805	3.6	0.5	69278	1.4 - 4.4 years	120179					10	59153			6593
53381	Aphyocharacidium bolivianum	http://www.fishbase.org/summary/speciessummary.php?id=53381	Chordata	Actinopterygii	Characiformes	Characidae	Aphyocharacidium	28	male/unsexed	38376														1													1									0.7500	82805	3.1	0.4	69278		120179					10	59153			598
25435	Hemitaurichthys multispinosus	http://www.fishbase.org/summary/speciessummary.php?id=25435	Chordata	Actinopterygii	Perciformes	Chaetodontidae	Hemitaurichthys				200	male/unsexed	9710																1										1							0.5625	82805	3.4	0.45	69278	less than 15 months	120179					14	59153			10485
7092	Harpagifer spinosus	http://www.fishbase.org/summary/speciessummary.php?id=7092	Chordata	Actinopterygii	Perciformes	Harpagiferidae	Harpagifer	80	male/unsexed	5191																		1											1							0.5010	82805	3.3	0.5	69278		120179					10	59153			5191
52840	Thaumatichthys binghami	http://www.fishbase.org/summary/speciessummary.php?id=52840	Chordata	Actinopterygii	Lophiiformes	Thaumatichthyidae	Thaumatichthys																																1							0.6289	82805	4.7	0.8	69278		120179					26	59153			27116
53635	Priapichthys caliensis	http://www.fishbase.org/summary/speciessummary.php?id=53635	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Priapichthys	28	male/unsexed	50894														1													1									0.5078	82805	3.0	0.4	69278	less than 15 months	120179					11	59153			50894
5201	Hippopotamyrus castor	http://www.fishbase.org/summary/speciessummary.php?id=5201	Chordata	Actinopterygii	Osteoglossiformes	Mormyridae	Hippopotamyrus	260	male/unsexed	2915																		1									1									0.5002	82805	3.2	0.4	69278	less than 15 months	120179					29	59153			2915
6273	Chirostoma bartoni	http://www.fishbase.org/summary/speciessummary.php?id=6273	Chordata	Actinopterygii	Atheriniformes	Atherinopsidae	Chirostoma	71	male/unsexed	12193														1													1									0.5000	82805	3.2	0.2	69278	less than 15 months	120179					10	59153			27639
62716	Tonlesapia tsukawakii	http://www.fishbase.org/summary/speciessummary.php?id=62716	Chordata	Actinopterygii	Perciformes	Callionymidae	Tonlesapia	34	male/unsexed	56950														1													1									0.7500	82805	3.1	0.4	69278	less than 15 months	120179					10	59153			56950
3687	Opistognathus maxillosus	http://www.fishbase.org/summary/speciessummary.php?id=3687	Chordata	Actinopterygii	Perciformes	Opistognathidae	Opistognathus				130	male/unsexed	7251																1										1					commercial	9710	0.5000	82805	3.5	0.5	69278		120179					10	59153			7251
28244	Ogcocephalus pumilus	http://www.fishbase.org/summary/speciessummary.php?id=28244	Chordata	Actinopterygii	Lophiiformes	Ogcocephalidae	Ogcocephalus	61	male/unsexed	13608																		1											1							0.5001	82805	3.2	0.6	69278	less than 15 months	120179					26	59153			40824
26843	Schistura kohchangensis	http://www.fishbase.org/summary/speciessummary.php?id=26843	Chordata	Actinopterygii	Cypriniformes	Balitoridae	Schistura	75	male/unsexed	12693														1													1									0.5000	82805	2.6	0.27	69278	less than 15 months	120179					20	59153			12693
59342	Rhinogobius genanematus	http://www.fishbase.org/summary/speciessummary.php?id=59342	Chordata	Actinopterygii	Perciformes	Gobiidae	Rhinogobius																					1									1									0.5000	82805	3.3	0.4	69278	less than 15 months	120179					14	59153			40966
313	Urophycis tenuis	http://www.fishbase.org/summary/speciessummary.php?id=313	Chordata	Actinopterygii	Gadiformes	Phycidae	Urophycis				1350									21000	4699							1							1				1	highly commercial		yes			4931;4699	0.5044	82805	4.3	0.5	69278	4.5 - 14 years	120179	0.11	2	23	1 million	72	59153	low	80766	1371
5211	Petrocephalus bane comoensis	http://www.fishbase.org/summary/speciessummary.php?id=5211	Chordata	Actinopterygii	Osteoglossiformes	Mormyridae	Petrocephalus				112	male/unsexed	42523															1									1																								
8571	Cyclopharynx fwae	http://www.fishbase.org/summary/speciessummary.php?id=8571	Chordata	Actinopterygii	Perciformes	Cichlidae	Cyclopharynx	124	male/unsexed	5621														1													1									0.7500	82805	3.4	0.4	69278	less than 15 months	120179					16	59153	unknown	80766	5621
15635	Hoplostethus gigas	http://www.fishbase.org/summary/speciessummary.php?id=15635	Chordata	Actinopterygii	Beryciformes	Trachichthyidae	Hoplostethus	520	male/unsexed	9872																													1							0.5000	82805	3.7	0.6	69278	more than 14 years	120179					71	59153			9872
5876	Scolopsis ciliata	http://www.fishbase.org/summary/speciessummary.php?id=5876	Chordata	Actinopterygii	Perciformes	Nemipteridae	Scolopsis				190	male/unsexed	9710																1									1	1	subsistence fisheries					171	0.5000	82805	3.7	0.52	69278	less than 15 months	120179					25	59153	low	80766	3810
24264	Takifugu obscurus	http://www.fishbase.org/summary/speciessummary.php?id=24264	Chordata	Actinopterygii	Tetraodontiformes	Tetraodontidae	Takifugu	400	male/unsexed	559																		1		1							1	1	1		commercial				55380	0.5000	82805	3.4	0.2	69278	1.4 - 4.4 years	120179					40	59153			559
15820	Lampanyctus photonotus	http://www.fishbase.org/summary/speciessummary.php?id=15820	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Lampanyctus	85	male/unsexed	4479															1										1				1							0.5000	82805	3.2	0.4	69278	1.4 - 4.4 years	120179					33	59153			5951
27968	Careproctus simus	http://www.fishbase.org/summary/speciessummary.php?id=27968	Chordata	Actinopterygii	Scorpaeniformes	Liparidae	Careproctus	186	male/unsexed	13671																										1			1	of no interest						0.5000	82805	3.3	0.5	69278	1.4 - 4.4 years	120179					29	59153			13671
6297	Telmatherina abendanoni	http://www.fishbase.org/summary/speciessummary.php?id=6297	Chordata	Actinopterygii	Atheriniformes	Telmatherinidae	Telmatherina	68	male/unsexed	7050													1													1	1							commercial		0.5010	82805	3.1	0.2	69278	less than 15 months	120179					10	59153			7050
48338	Squalius zrmanjae	http://www.fishbase.org/summary/speciessummary.php?id=48338	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Squalius	280	male/unsexed	59043														1													1									0.5000	82805	3.4	0.4	69278	1.4 - 4.4 years	120179					43	59153			59043
59510	Cirrhilabrus earlei	http://www.fishbase.org/summary/speciessummary.php?id=59510	Chordata	Actinopterygii	Perciformes	Labridae	Cirrhilabrus	69	male/unsexed	41654																			1										1							0.5000	82805	3.3	0.4	69278	less than 15 months	120179					15	59153			41654
61067	Sebastes norvegicus	http://www.fishbase.org/summary/speciessummary.php?id=61067	Chordata	Actinopterygii	Scorpaeniformes	Sebastidae	Sebastes																	1															1																						
4200	Liparis tunicatus	http://www.fishbase.org/summary/speciessummary.php?id=4200	Chordata	Actinopterygii	Scorpaeniformes	Liparidae	Liparis				160	male/unsexed	7251															1										1	1							0.5000	82805	3.5	0.50	69278	1.4 - 4.4 years	120179					22	59153			7251
63180	Gastromyzon scitulus	http://www.fishbase.org/summary/speciessummary.php?id=63180	Chordata	Actinopterygii	Cypriniformes	Balitoridae	Gastromyzon																					1									1									0.5000	82805	2.2	0.1	69278		120179					10	59153			57901
3966	Sebastes emphaeus	http://www.fishbase.org/summary/speciessummary.php?id=3966	Chordata	Actinopterygii	Scorpaeniformes	Sebastidae	Sebastes				180	male/unsexed	2850																1										1				occasionally	public aquariums	27436;9183;27436	0.5000	82805	3.3	0.2	69278	1.4 - 4.4 years	120179	0.54-0.70	1.9	13	3,295	24	59153			2850
4897	Trypauchen vagina	http://www.fishbase.org/summary/speciessummary.php?id=4897	Chordata	Actinopterygii	Perciformes	Gobiidae	Trypauchen				220	male/unsexed	4833															1				1						1	1	minor commercial						0.7500	82805	3.5	0.50	69278	1.4 - 4.4 years	120179					30	59153	very high	80766	4833
48194	Lycenchelys ratmanovi	http://www.fishbase.org/summary/speciessummary.php?id=48194	Chordata	Actinopterygii	Perciformes	Zoarcidae	Lycenchelys	185	male/unsexed	11954																													1							0.5000	82805	3.3	0.5	69278	1.4 - 4.4 years	120179					39	59153			11954
62845	Leporinus platycephalus	http://www.fishbase.org/summary/speciessummary.php?id=62845	Chordata	Actinopterygii	Characiformes	Anostomidae	Leporinus																	1													1									0.5000	82805	2.3	0.2	69278	1.4 - 4.4 years	120179					36	59153			56787
10802	Barbus fasciolatus	http://www.fishbase.org/summary/speciessummary.php?id=10802	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Barbus	60	male/unsexed	7248														1													1			minor commercial				commercial	3126;7020	0.5000	82805	3.0	0.34	69278	less than 15 months	120179					14	59153	unknown	80766	7248
1234	Stenotomus caprinus	http://www.fishbase.org/summary/speciessummary.php?id=1234	Chordata	Actinopterygii	Perciformes	Sparidae	Stenotomus				300	male/unsexed	7251															1											1	minor commercial					6077	0.7500	82805	3.4	0.1	69278	1.4 - 4.4 years	120179					21	59153	very high	80766	7251
53728	Trichomycterus duellmani	http://www.fishbase.org/summary/speciessummary.php?id=53728	Chordata	Actinopterygii	Siluriformes	Trichomycteridae	Trichomycterus				60	male/unsexed	39970											1													1									0.5000	82805	3.1	0.4	69278	4.5 - 14 years	120179					10	59153			39970
62434	Yuriria chapalae	http://www.fishbase.org/summary/speciessummary.php?id=62434	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Yuriria																	1													1									0.6250	82805	3.0	0.3	69278	1.4 - 4.4 years	120179					36	59153			52299
51174	Microschemobrycon callops	http://www.fishbase.org/summary/speciessummary.php?id=51174	Chordata	Actinopterygii	Characiformes	Characidae	Microschemobrycon																	1													1									0.5078	82805	3.1	0.4	69278		120179					10	59153			598
15870	Gymnogobius laevis	http://www.fishbase.org/summary/speciessummary.php?id=15870	Chordata	Actinopterygii	Perciformes	Gobiidae	Gymnogobius				50	male/unsexed	50519															1									1																								
9117	Bathylagoides argyrogaster	http://www.fishbase.org/summary/speciessummary.php?id=9117	Chordata	Actinopterygii	Osmeriformes	Bathylagidae	Bathylagoides	110	male/unsexed	4459															1														1							0.6250	82805	3.3	0.4	69278	1.4 - 4.4 years	120179					39	59153			4459
49544	Megalebias wolterstorffi	http://www.fishbase.org/summary/speciessummary.php?id=49544	Chordata	Actinopterygii	Cyprinodontiformes	Rivulidae	Megalebias				70	male/unsexed	27139											1												1	1									0.5000	82805	3.2	0.4	69278	less than 15 months	120179					10	59153			57613
47567	Clupea pallasii marisalbi	http://www.fishbase.org/summary/speciessummary.php?id=47567	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Clupea				340	male/unsexed	593										1			1										1			1							No PD50 data	82805	3.2	0.2	69278	less than 15 months	120179					30	59153			593
55228	Halieutopsis bathyoreos	http://www.fishbase.org/summary/speciessummary.php?id=55228	Chordata	Actinopterygii	Lophiiformes	Ogcocephalidae	Halieutopsis	63	male/unsexed	40825																													1							0.5010	82805	3.2	0.6	69278	less than 15 months	120179					26	59153			92977
9480	Lampetra similis	http://www.fishbase.org/summary/speciessummary.php?id=9480	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lampetra				270	male/unsexed	5723															1								1	1			of no interest						0.5156	82805	4.2	0.73	69278	4.5 - 14 years	120179					47	59153			5723
48414	Chirostoma attenuatum	http://www.fishbase.org/summary/speciessummary.php?id=48414	Chordata	Actinopterygii	Atheriniformes	Atherinopsidae	Chirostoma																	1													1									0.5000	82805	3.2	0.2	69278	1.4 - 4.4 years	120179					36	59153			49563
25549	Oloplotosus luteus	http://www.fishbase.org/summary/speciessummary.php?id=25549	Chordata	Actinopterygii	Siluriformes	Plotosidae	Oloplotosus				150	male/unsexed	2847															1									1									0.6250	82805	3.3	0.5	69278	less than 15 months	120179					16	59153			2847
15500	Careproctus reinhardti	http://www.fishbase.org/summary/speciessummary.php?id=15500	Chordata	Actinopterygii	Scorpaeniformes	Liparidae	Careproctus				300	male/unsexed	35388																										1	of no interest						0.5000	82805	3.8	0.58	69278	1.4 - 4.4 years	120179					31	59153			9925
2240	Mylochromis gracilis	http://www.fishbase.org/summary/speciessummary.php?id=2240	Chordata	Actinopterygii	Perciformes	Cichlidae	Mylochromis				220	male/unsexed	5595															1									1							commercial	5595	0.5000	82805	4.0	0.61	69278	less than 15 months	120179					24	59153			5692
51227	Copeina osgoodi	http://www.fishbase.org/summary/speciessummary.php?id=51227	Chordata	Actinopterygii	Characiformes	Lebiasinidae	Copeina	51	male/unsexed	37104													1														1									0.7500	82805	3.3	0.4	69278	less than 15 months	120179					10	59153			6329
48081	Brachyhypopomus diazi	http://www.fishbase.org/summary/speciessummary.php?id=48081	Chordata	Actinopterygii	Gymnotiformes	Hypopomidae	Brachyhypopomus				175	male/unsexed	37053											1													1									0.5000	82805	3.1	0.4	69278		120179					10	59153			26457
25305	Silurus grahami	http://www.fishbase.org/summary/speciessummary.php?id=25305	Chordata	Actinopterygii	Siluriformes	Siluridae	Silurus	426	male/unsexed	9417																		1									1									0.5001	82805	3.9	0.7	69278	1.4 - 4.4 years	120179					52	59153			9417
648	Centrophorus granulosus	http://www.fishbase.org/summary/speciessummary.php?id=648	Chordata	Elasmobranchii	Squaliformes	Centrophoridae	Centrophorus				1600	male/unsexed	6871																										1	minor commercial						0.5001	82805	4.1	0.4	69278	4.5 - 14 years	120179					70	59153	high	80766	247
5784	Siphamia versicolor	http://www.fishbase.org/summary/speciessummary.php?id=5784	Chordata	Actinopterygii	Perciformes	Apogonidae	Siphamia				70	male/unsexed	9710																1										1																						
23175	Bathygadus nipponicus	http://www.fishbase.org/summary/speciessummary.php?id=23175	Chordata	Actinopterygii	Gadiformes	Macrouridae	Bathygadus				565	male/unsexed	559											1															1							0.5001	82805	3.2	0.3	69278	4.5 - 14 years	120179					56	59153			1371
